id_escola,nome_escola,rede,etapa,mesorregiao,municipio,ano,ideb,taxa_aprovacao,taxa_evasao,professores_por_aluno,infraestrutura_indice,internet_mbps,inclusao_ne_indice,paridade_genero,prof_math,prof_port,frequencia,lat,lon
10095,Escola Prof. Paulo Freire Albuquerque,Municipal,Fundamental,Sertão,Patos,2024,4.77,97.1,6.95,0.081,0.69,9.0,0.86,0.99,0.49,0.86,90.6,-6.45668,-35.92712
10096,Escola Prof. Zélia Pessoa,Municipal,Fundamental,Agreste,Patos,2019,4.28,76.6,5.55,0.093,0.55,48.2,0.77,1.04,0.64,0.78,85.4,-6.45046,-35.94227
10096,Escola Prof. Zélia Pessoa,Municipal,Fundamental,Agreste,Patos,2020,4.82,84.4,5.09,0.071,0.67,30.3,0.9,0.96,0.75,0.75,98.9,-6.45046,-35.94227
10096,Escola Prof. Zélia Pessoa,Municipal,Fundamental,Agreste,Patos,2021,4.74,79.7,5.11,0.063,0.71,16.2,0.97,1.01,0.46,0.8,89.2,-6.45046,-35.94227
10096,Escola Prof. Zélia Pessoa,Municipal,Fundamental,Agreste,Patos,2022,4.98,81.2,4.8,0.053,0.66,33.2,0.85,1.02,0.77,0.71,94.0,-6.45046,-35.94227
10096,Escola Prof. Zélia Pessoa,Municipal,Fundamental,Agreste,Patos,2023,4.39,78.2,4.67,0.082,0.69,15.5,0.72,0.95,0.71,0.75,92.3,-6.45046,-35.94227
10096,Escola Prof. Zélia Pessoa,Municipal,Fundamental,Agreste,Patos,2024,4.58,81.3,6.53,0.055,0.65,23.9,0.76,1.01,0.76,0.87,91.6,-6.45046,-35.94227
10097,Escola Municipal José Lins Queiroz,Estadual,Médio,Mata,Patos,2019,4.62,91.7,5.99,0.074,0.7,37.9,0.92,1.03,0.53,0.78,93.3,-6.50536,-35.85228
10097,Escola Municipal José Lins Queiroz,Estadual,Médio,Mata,Patos,2020,4.56,81.5,5.81,0.075,0.76,74.5,0.76,0.94,0.92,0.57,92.2,-6.50536,-35.85228
10097,Escola Municipal José Lins Queiroz,Estadual,Médio,Mata,Patos,2021,4.62,77.5,5.11,0.079,0.73,69.6,0.85,1.02,0.78,0.6,87.2,-6.50536,-35.85228
10097,Escola Municipal José Lins Queiroz,Estadual,Médio,Mata,Patos,2022,4.39,88.3,5.83,0.07,0.72,60.7,0.77,1.04,0.44,0.52,88.3,-6.50536,-35.85228
10097,Escola Municipal José Lins Queiroz,Estadual,Médio,Mata,Patos,2023,5.18,86.4,5.36,0.057,0.71,67.7,0.98,0.97,0.55,0.66,94.4,-6.50536,-35.85228
10097,Escola Municipal José Lins Queiroz,Estadual,Médio,Mata,Patos,2024,4.95,83.5,5.61,0.065,0.72,86.1,0.86,0.93,0.53,0.74,92.7,-6.50536,-35.85228
10098,Escola Municipal Raquel Albuquerque,Privada,Fundamental,Mata,Patos,2019,4.51,92.3,5.93,0.085,0.83,58.9,0.92,1.01,0.64,0.75,87.8,-6.50473,-35.7541
10098,Escola Municipal Raquel Albuquerque,Privada,Fundamental,Mata,Patos,2020,4.71,87.2,6.13,0.081,0.75,64.2,0.71,0.93,0.68,0.72,92.9,-6.50473,-35.7541
10098,Escola Municipal Raquel Albuquerque,Privada,Fundamental,Mata,Patos,2021,5.24,86.1,6.81,0.081,0.71,57.3,0.75,1.07,0.48,0.68,87.7,-6.50473,-35.7541
10098,Escola Municipal Raquel Albuquerque,Privada,Fundamental,Mata,Patos,2022,4.92,88.3,6.61,0.076,0.72,87.3,0.83,0.96,0.67,0.71,88.6,-6.50473,-35.7541
10098,Escola Municipal Raquel Albuquerque,Privada,Fundamental,Mata,Patos,2023,5.07,82.1,7.67,0.093,0.84,46.4,0.73,1.05,0.62,0.67,86.7,-6.50473,-35.7541
10098,Escola Municipal Raquel Albuquerque,Privada,Fundamental,Mata,Patos,2024,4.28,81.9,6.93,0.069,0.63,46.3,1.0,1.02,0.31,0.65,91.6,-6.50473,-35.7541
10099,Escola Colégio José Lins da Silva,Municipal,Fundamental,Borborema,Patos,2019,4.34,86.1,6.32,0.092,0.77,34.6,0.94,1.03,0.54,0.9,93.3,-6.47974,-35.92295
10099,Escola Colégio José Lins da Silva,Municipal,Fundamental,Borborema,Patos,2020,5.03,85.0,5.38,0.078,0.92,45.7,0.91,1.01,0.63,0.83,90.7,-6.47974,-35.92295
10099,Escola Colégio José Lins da Silva,Municipal,Fundamental,Borborema,Patos,2021,4.62,84.7,5.74,0.076,0.79,55.2,0.71,0.94,0.87,0.78,82.5,-6.47974,-35.92295
10099,Escola Colégio José Lins da Silva,Municipal,Fundamental,Borborema,Patos,2022,4.23,74.0,5.71,0.069,0.9,35.9,0.62,0.98,0.57,0.83,97.6,-6.47974,-35.92295
10099,Escola Colégio José Lins da Silva,Municipal,Fundamental,Borborema,Patos,2023,5.1,79.7,4.59,0.079,0.9,68.8,0.76,0.97,0.45,0.77,95.8,-6.47974,-35.92295
10099,Escola Colégio José Lins da Silva,Municipal,Fundamental,Borborema,Patos,2024,4.44,80.7,5.77,0.069,0.82,17.3,0.74,0.96,0.56,0.73,92.3,-6.47974,-35.92295
10100,Escola Prof. Ariano Albuquerque,Privada,Fundamental,Agreste,Patos,2019,4.72,99.5,7.78,0.1,0.65,55.2,0.64,1.07,0.45,0.53,99.1,-6.54304,-35.93027
10100,Escola Prof. Ariano Albuquerque,Privada,Fundamental,Agreste,Patos,2020,4.86,98.7,6.47,0.077,0.71,59.3,0.64,0.94,0.37,0.69,92.3,-6.54304,-35.93027
10100,Escola Prof. Ariano Albuquerque,Privada,Fundamental,Agreste,Patos,2021,4.78,98.9,7.33,0.082,0.48,68.7,0.82,0.97,0.56,0.62,88.3,-6.54304,-35.93027
10100,Escola Prof. Ariano Albuquerque,Privada,Fundamental,Agreste,Patos,2022,5.1,99.2,6.43,0.084,0.57,78.1,0.85,1.03,0.55,0.68,89.7,-6.54304,-35.93027
10100,Escola Prof. Ariano Albuquerque,Privada,Fundamental,Agreste,Patos,2023,5.22,99.5,6.56,0.072,0.64,67.7,0.79,1.0,0.64,0.63,92.8,-6.54304,-35.93027
10100,Escola Prof. Ariano Albuquerque,Privada,Fundamental,Agreste,Patos,2024,5.04,99.5,7.93,0.075,0.53,50.3,0.86,1.01,0.52,0.54,92.8,-6.54304,-35.93027
10101,Escola Prof. Anísio Souto,Estadual,Fundamental,Litoral,Patos,2019,4.5,85.0,1.19,0.079,0.95,36.3,0.82,1.01,0.52,0.7,88.5,-6.45524,-35.92988
10101,Escola Prof. Anísio Souto,Estadual,Fundamental,Litoral,Patos,2020,5.07,80.4,1.54,0.069,0.98,63.1,0.84,0.99,0.56,0.4,92.2,-6.45524,-35.92988
10101,Escola Prof. Anísio Souto,Estadual,Fundamental,Litoral,Patos,2021,4.94,84.6,2.47,0.077,0.88,79.1,0.7,0.97,0.73,0.71,96.6,-6.45524,-35.92988
10101,Escola Prof. Anísio Souto,Estadual,Fundamental,Litoral,Patos,2022,4.65,81.3,3.22,0.08,0.92,73.8,0.79,0.98,0.46,0.68,97.4,-6.45524,-35.92988
10101,Escola Prof. Anísio Souto,Estadual,Fundamental,Litoral,Patos,2023,5.26,83.5,2.86,0.077,1.0,56.1,0.99,1.01,0.54,0.69,92.1,-6.45524,-35.92988
10101,Escola Prof. Anísio Souto,Estadual,Fundamental,Litoral,Patos,2024,5.65,82.5,2.15,0.072,0.88,52.6,0.73,0.94,0.83,0.82,93.6,-6.45524,-35.92988
10102,Escola Estadual José Lins Pessoa,Municipal,Fundamental,Sertão,Patos,2019,4.5,90.2,1.66,0.073,0.72,20.9,0.9,0.94,0.58,0.78,94.5,-6.47067,-35.93128
10102,Escola Estadual José Lins Pessoa,Municipal,Fundamental,Sertão,Patos,2020,4.84,80.5,1.57,0.065,0.72,52.8,0.73,0.95,0.7,0.54,94.5,-6.47067,-35.93128
10102,Escola Estadual José Lins Pessoa,Municipal,Fundamental,Sertão,Patos,2021,4.24,82.0,1.37,0.068,0.66,39.4,0.66,0.86,0.85,0.7,100.0,-6.47067,-35.93128
10102,Escola Estadual José Lins Pessoa,Municipal,Fundamental,Sertão,Patos,2022,4.84,83.9,0.5,0.077,0.63,44.4,0.84,0.98,0.73,0.77,89.9,-6.47067,-35.93128
10102,Escola Estadual José Lins Pessoa,Municipal,Fundamental,Sertão,Patos,2023,4.46,85.1,2.67,0.084,0.68,54.4,0.68,1.03,0.82,0.69,100.0,-6.47067,-35.93128
10102,Escola Estadual José Lins Pessoa,Municipal,Fundamental,Sertão,Patos,2024,4.78,84.7,1.03,0.086,0.68,40.3,0.72,0.99,0.71,0.62,94.1,-6.47067,-35.93128
10103,Escola Colégio Severino Cavalcanti,Municipal,Fundamental,Litoral,Patos,2019,5.38,99.5,7.38,0.073,0.73,37.1,0.86,1.02,0.45,0.87,89.4,-6.39294,-35.86205
10103,Escola Colégio Severino Cavalcanti,Municipal,Fundamental,Litoral,Patos,2020,5.83,99.5,7.06,0.089,0.65,46.5,0.76,1.02,0.52,0.63,84.0,-6.39294,-35.86205
10103,Escola Colégio Severino Cavalcanti,Municipal,Fundamental,Litoral,Patos,2021,5.7,99.5,8.96,0.078,0.81,31.3,0.79,0.97,0.59,0.79,92.6,-6.39294,-35.86205
10103,Escola Colégio Severino Cavalcanti,Municipal,Fundamental,Litoral,Patos,2022,5.43,98.0,6.51,0.081,0.78,32.4,0.79,0.98,0.93,0.55,84.0,-6.39294,-35.86205
10103,Escola Colégio Severino Cavalcanti,Municipal,Fundamental,Litoral,Patos,2023,5.37,99.5,8.66,0.065,0.68,26.6,0.82,1.02,0.88,0.78,91.8,-6.39294,-35.86205
10103,Escola Colégio Severino Cavalcanti,Municipal,Fundamental,Litoral,Patos,2024,5.17,99.5,7.82,0.067,0.77,28.5,0.87,1.0,0.69,0.72,98.5,-6.39294,-35.86205
10104,Escola Prof. Zélia Carvalho,Estadual,Fundamental,Borborema,Patos,2019,4.42,94.9,6.07,0.107,0.79,54.3,0.64,1.07,0.75,0.56,93.9,-6.51068,-35.87799
10104,Escola Prof. Zélia Carvalho,Estadual,Fundamental,Borborema,Patos,2020,4.76,93.5,6.35,0.075,0.58,20.3,0.8,0.9,0.74,0.57,82.2,-6.51068,-35.87799
10104,Escola Prof. Zélia Carvalho,Estadual,Fundamental,Borborema,Patos,2021,4.77,90.8,5.05,0.08,0.77,74.6,0.66,1.0,0.41,0.71,95.0,-6.51068,-35.87799
10104,Escola Prof. Zélia Carvalho,Estadual,Fundamental,Borborema,Patos,2022,5.07,99.5,5.91,0.098,0.65,45.8,0.76,0.97,0.49,0.44,95.5,-6.51068,-35.87799
10104,Escola Prof. Zélia Carvalho,Estadual,Fundamental,Borborema,Patos,2023,5.19,97.8,7.25,0.081,0.68,68.3,0.76,0.94,0.69,0.64,94.6,-6.51068,-35.87799
10104,Escola Prof. Zélia Carvalho,Estadual,Fundamental,Borborema,Patos,2024,4.83,99.5,5.47,0.092,0.63,46.4,0.81,0.95,0.75,0.6,89.1,-6.51068,-35.87799
10105,Escola Estadual Severino da Silva,Privada,Fundamental,Agreste,Patos,2019,3.82,94.0,7.13,0.09,0.78,54.3,0.84,1.05,0.47,0.62,91.7,-6.53487,-35.80143
10105,Escola Estadual Severino da Silva,Privada,Fundamental,Agreste,Patos,2020,4.25,94.1,7.52,0.082,0.55,36.7,1.0,0.91,0.58,0.68,99.7,-6.53487,-35.80143
10105,Escola Estadual Severino da Silva,Privada,Fundamental,Agreste,Patos,2021,4.73,94.1,7.08,0.086,0.71,49.1,0.91,0.93,0.61,0.62,88.0,-6.53487,-35.80143
10105,Escola Estadual Severino da Silva,Privada,Fundamental,Agreste,Patos,2022,4.84,86.4,8.72,0.105,0.59,53.2,0.97,0.97,0.46,0.65,96.2,-6.53487,-35.80143
10105,Escola Estadual Severino da Silva,Privada,Fundamental,Agreste,Patos,2023,4.66,92.6,8.36,0.082,0.74,67.2,0.74,0.99,0.51,0.81,89.5,-6.53487,-35.80143
10105,Escola Estadual Severino da Silva,Privada,Fundamental,Agreste,Patos,2024,4.64,90.9,7.02,0.063,0.54,44.2,0.75,0.99,0.74,0.64,88.5,-6.53487,-35.80143
10106,Escola Municipal Severino Pessoa,Municipal,Fundamental,Litoral,Patos,2019,4.17,83.0,5.26,0.077,0.61,19.5,0.79,1.09,0.49,0.63,92.2,-6.48432,-35.85663
10106,Escola Municipal Severino Pessoa,Municipal,Fundamental,Litoral,Patos,2020,4.69,84.3,3.93,0.107,0.49,53.4,0.9,1.04,0.76,0.68,91.5,-6.48432,-35.85663
10106,Escola Municipal Severino Pessoa,Municipal,Fundamental,Litoral,Patos,2021,4.36,80.1,5.5,0.059,0.61,55.2,0.68,0.97,0.53,0.87,90.0,-6.48432,-35.85663
10106,Escola Municipal Severino Pessoa,Municipal,Fundamental,Litoral,Patos,2022,4.25,79.6,5.09,0.071,0.53,47.4,0.75,1.04,0.83,0.48,86.6,-6.48432,-35.85663
10106,Escola Municipal Severino Pessoa,Municipal,Fundamental,Litoral,Patos,2023,4.81,75.8,4.57,0.071,0.59,48.1,0.83,0.93,0.61,0.8,84.4,-6.48432,-35.85663
10106,Escola Municipal Severino Pessoa,Municipal,Fundamental,Litoral,Patos,2024,4.49,81.5,5.78,0.08,0.54,57.0,0.7,0.96,0.69,0.7,90.7,-6.48432,-35.85663
10107,Escola Colégio Paulo Freire da Silva,Municipal,Médio,Mata,Patos,2019,5.67,93.3,6.49,0.058,0.64,26.9,0.74,1.05,0.63,0.66,86.9,-6.57598,-35.83521
10107,Escola Colégio Paulo Freire da Silva,Municipal,Médio,Mata,Patos,2020,5.49,86.0,8.01,0.063,0.62,45.6,0.75,1.03,0.68,0.86,90.2,-6.57598,-35.83521
10107,Escola Colégio Paulo Freire da Silva,Municipal,Médio,Mata,Patos,2021,6.54,90.2,7.64,0.067,0.62,31.3,0.96,1.02,0.57,0.56,96.8,-6.57598,-35.83521
10107,Escola Colégio Paulo Freire da Silva,Municipal,Médio,Mata,Patos,2022,5.96,86.5,9.1,0.088,0.65,44.6,0.88,0.99,0.46,0.58,96.6,-6.57598,-35.83521
10107,Escola Colégio Paulo Freire da Silva,Municipal,Médio,Mata,Patos,2023,6.16,91.5,7.63,0.076,0.47,31.9,0.67,1.02,0.77,0.93,93.1,-6.57598,-35.83521
10107,Escola Colégio Paulo Freire da Silva,Municipal,Médio,Mata,Patos,2024,5.97,88.1,8.11,0.074,0.52,46.7,0.8,0.87,0.65,0.69,94.2,-6.57598,-35.83521
10108,Escola Municipal Nabuco da Silva,Privada,Fundamental,Agreste,Patos,2019,5.33,82.9,6.26,0.077,0.58,53.3,0.83,1.09,0.58,0.73,84.4,-6.53659,-35.88468
10108,Escola Municipal Nabuco da Silva,Privada,Fundamental,Agreste,Patos,2020,4.92,87.5,5.83,0.083,0.59,84.5,0.66,1.09,0.43,0.63,88.7,-6.53659,-35.88468
10108,Escola Municipal Nabuco da Silva,Privada,Fundamental,Agreste,Patos,2021,4.69,81.6,6.85,0.078,0.65,52.5,0.81,0.91,0.66,0.67,91.7,-6.53659,-35.88468
10108,Escola Municipal Nabuco da Silva,Privada,Fundamental,Agreste,Patos,2022,5.19,85.3,5.24,0.056,0.69,61.9,0.65,0.85,0.58,0.7,95.0,-6.53659,-35.88468
10108,Escola Municipal Nabuco da Silva,Privada,Fundamental,Agreste,Patos,2023,5.35,80.9,6.05,0.086,0.47,60.7,0.76,0.98,0.65,0.67,88.6,-6.53659,-35.88468
10108,Escola Municipal Nabuco da Silva,Privada,Fundamental,Agreste,Patos,2024,5.1,86.1,6.97,0.091,0.6,58.4,0.77,1.01,0.67,0.64,94.6,-6.53659,-35.88468
10109,Escola Municipal Raquel Queiroz,Privada,Fundamental,Litoral,Patos,2019,4.72,77.3,6.6,0.087,0.86,87.8,0.73,0.94,0.66,0.74,90.5,-6.5475,-35.98912
10109,Escola Municipal Raquel Queiroz,Privada,Fundamental,Litoral,Patos,2020,4.56,75.2,8.55,0.092,0.77,55.5,0.82,0.97,0.68,0.58,87.3,-6.5475,-35.98912
10109,Escola Municipal Raquel Queiroz,Privada,Fundamental,Litoral,Patos,2021,4.6,78.3,8.36,0.073,0.71,60.8,0.77,0.91,0.64,0.69,93.4,-6.5475,-35.98912
10109,Escola Municipal Raquel Queiroz,Privada,Fundamental,Litoral,Patos,2022,5.16,81.2,7.43,0.098,0.66,72.9,0.66,1.03,0.77,0.84,90.4,-6.5475,-35.98912
10109,Escola Municipal Raquel Queiroz,Privada,Fundamental,Litoral,Patos,2023,4.79,83.4,7.04,0.079,0.71,29.2,0.93,0.9,0.66,0.7,92.2,-6.5475,-35.98912
10109,Escola Municipal Raquel Queiroz,Privada,Fundamental,Litoral,Patos,2024,4.65,84.3,8.45,0.076,0.66,36.6,0.7,1.07,0.53,0.67,97.7,-6.5475,-35.98912
10110,Escola Prof. Nabuco Cavalcanti,Privada,Fundamental,Agreste,Patos,2019,4.71,89.0,4.06,0.091,0.39,61.2,0.6,0.96,0.68,0.65,90.9,-6.46808,-35.81732
10110,Escola Prof. Nabuco Cavalcanti,Privada,Fundamental,Agreste,Patos,2020,4.82,81.3,4.8,0.09,0.46,54.2,0.95,1.0,0.66,0.67,91.7,-6.46808,-35.81732
10110,Escola Prof. Nabuco Cavalcanti,Privada,Fundamental,Agreste,Patos,2021,5.14,85.6,4.22,0.069,0.5,90.7,0.83,1.0,0.49,0.74,91.5,-6.46808,-35.81732
10110,Escola Prof. Nabuco Cavalcanti,Privada,Fundamental,Agreste,Patos,2022,5.05,87.4,4.46,0.087,0.51,36.9,0.84,1.01,0.51,0.6,91.1,-6.46808,-35.81732
10110,Escola Prof. Nabuco Cavalcanti,Privada,Fundamental,Agreste,Patos,2023,5.21,95.2,4.59,0.063,0.54,72.4,0.95,1.0,0.49,0.67,87.5,-6.46808,-35.81732
10110,Escola Prof. Nabuco Cavalcanti,Privada,Fundamental,Agreste,Patos,2024,4.96,85.4,5.16,0.076,0.66,62.7,0.78,0.93,0.7,0.68,88.0,-6.46808,-35.81732
10111,Escola Estadual Raquel Pessoa,Municipal,Médio,Agreste,Patos,2019,5.31,85.2,7.06,0.073,0.64,18.0,0.81,0.99,0.62,0.8,95.5,-6.44779,-35.9362
10111,Escola Estadual Raquel Pessoa,Municipal,Médio,Agreste,Patos,2020,5.19,99.5,6.66,0.086,0.53,45.0,0.95,0.93,0.6,0.67,94.4,-6.44779,-35.9362
10111,Escola Estadual Raquel Pessoa,Municipal,Médio,Agreste,Patos,2021,5.3,95.2,6.45,0.063,0.65,36.9,0.67,0.97,0.52,0.62,93.4,-6.44779,-35.9362
10111,Escola Estadual Raquel Pessoa,Municipal,Médio,Agreste,Patos,2022,5.54,93.2,5.53,0.057,0.61,18.9,0.65,1.08,0.43,0.77,91.9,-6.44779,-35.9362
10111,Escola Estadual Raquel Pessoa,Municipal,Médio,Agreste,Patos,2023,5.38,93.4,7.49,0.08,0.59,33.0,0.77,1.0,0.67,0.78,96.0,-6.44779,-35.9362
10111,Escola Estadual Raquel Pessoa,Municipal,Médio,Agreste,Patos,2024,5.57,96.1,6.78,0.075,0.52,49.6,0.81,0.95,0.84,0.83,87.9,-6.44779,-35.9362
10112,Escola Estadual Ariano da Silva,Municipal,Fundamental,Borborema,Patos,2019,5.32,93.3,4.32,0.061,0.4,88.2,0.71,1.03,0.44,0.7,88.8,-6.56098,-35.88649
10112,Escola Estadual Ariano da Silva,Municipal,Fundamental,Borborema,Patos,2020,5.34,88.0,4.6,0.077,0.6,36.0,0.8,0.98,0.6,0.59,94.4,-6.56098,-35.88649
10112,Escola Estadual Ariano da Silva,Municipal,Fundamental,Borborema,Patos,2021,5.52,89.5,3.81,0.093,0.53,17.2,0.68,1.01,0.83,0.62,93.7,-6.56098,-35.88649
10112,Escola Estadual Ariano da Silva,Municipal,Fundamental,Borborema,Patos,2022,5.69,90.1,5.29,0.091,0.58,5.0,0.66,0.99,0.42,0.57,97.7,-6.56098,-35.88649
10112,Escola Estadual Ariano da Silva,Municipal,Fundamental,Borborema,Patos,2023,5.56,86.6,2.9,0.082,0.68,56.8,0.71,0.98,0.44,0.61,93.4,-6.56098,-35.88649
10112,Escola Estadual Ariano da Silva,Municipal,Fundamental,Borborema,Patos,2024,5.11,87.5,3.42,0.077,0.74,33.3,0.89,0.99,0.79,0.61,86.3,-6.56098,-35.88649
10113,Escola Estadual Nabuco Cavalcanti,Estadual,Fundamental,Mata,Patos,2019,5.24,85.3,8.88,0.083,0.68,54.5,0.66,0.95,0.78,0.55,98.6,-6.53556,-35.81025
10113,Escola Estadual Nabuco Cavalcanti,Estadual,Fundamental,Mata,Patos,2020,4.98,77.1,8.5,0.075,0.78,61.8,0.95,1.01,0.6,0.8,92.6,-6.53556,-35.81025
10113,Escola Estadual Nabuco Cavalcanti,Estadual,Fundamental,Mata,Patos,2021,5.23,76.6,8.68,0.068,0.76,41.3,0.88,0.89,0.63,0.67,92.4,-6.53556,-35.81025
10113,Escola Estadual Nabuco Cavalcanti,Estadual,Fundamental,Mata,Patos,2022,5.89,77.5,9.26,0.095,0.56,5.0,0.78,0.97,0.63,0.85,88.9,-6.53556,-35.81025
10113,Escola Estadual Nabuco Cavalcanti,Estadual,Fundamental,Mata,Patos,2023,5.93,85.8,8.68,0.078,0.72,29.9,0.84,1.02,0.54,0.63,87.8,-6.53556,-35.81025
10113,Escola Estadual Nabuco Cavalcanti,Estadual,Fundamental,Mata,Patos,2024,5.62,86.0,8.91,0.086,0.61,62.6,0.8,0.99,0.67,0.73,87.1,-6.53556,-35.81025
10114,Escola Estadual José Lins Pessoa,Privada,Fundamental,Agreste,Patos,2019,3.93,99.5,5.87,0.076,0.89,56.9,0.82,0.94,0.74,0.76,92.1,-6.5578,-35.7649
10114,Escola Estadual José Lins Pessoa,Privada,Fundamental,Agreste,Patos,2020,4.35,99.5,7.12,0.07,0.68,47.2,0.78,0.86,0.54,0.67,91.3,-6.5578,-35.7649
10114,Escola Estadual José Lins Pessoa,Privada,Fundamental,Agreste,Patos,2021,4.75,97.7,6.93,0.079,0.76,57.6,0.8,0.99,0.66,0.73,87.2,-6.5578,-35.7649
10114,Escola Estadual José Lins Pessoa,Privada,Fundamental,Agreste,Patos,2022,4.29,92.0,6.61,0.078,0.8,63.2,0.7,1.03,0.6,0.69,90.5,-6.5578,-35.7649
10114,Escola Estadual José Lins Pessoa,Privada,Fundamental,Agreste,Patos,2023,4.61,92.7,5.99,0.079,0.84,58.9,0.79,1.0,0.66,0.68,99.8,-6.5578,-35.7649
10114,Escola Estadual José Lins Pessoa,Privada,Fundamental,Agreste,Patos,2024,4.13,91.9,6.93,0.072,0.68,50.6,0.78,0.96,0.37,0.79,95.4,-6.5578,-35.7649
10115,Escola Prof. Ariano da Silva,Estadual,Fundamental,Litoral,Patos,2019,4.41,83.8,6.26,0.083,0.88,51.3,0.71,0.93,0.3,0.55,95.5,-6.40371,-35.78954
10115,Escola Prof. Ariano da Silva,Estadual,Fundamental,Litoral,Patos,2020,4.81,82.4,4.95,0.062,0.66,51.3,0.79,0.93,0.67,0.75,90.1,-6.40371,-35.78954
10115,Escola Prof. Ariano da Silva,Estadual,Fundamental,Litoral,Patos,2021,4.67,92.8,5.91,0.082,0.73,45.5,0.74,0.9,0.46,0.75,90.9,-6.40371,-35.78954
10115,Escola Prof. Ariano da Silva,Estadual,Fundamental,Litoral,Patos,2022,4.52,89.9,5.99,0.068,0.91,75.5,0.95,1.0,0.73,0.8,85.4,-6.40371,-35.78954
10115,Escola Prof. Ariano da Silva,Estadual,Fundamental,Litoral,Patos,2023,4.92,85.7,4.66,0.077,0.65,66.7,0.67,0.98,0.48,0.64,86.6,-6.40371,-35.78954
10115,Escola Prof. Ariano da Silva,Estadual,Fundamental,Litoral,Patos,2024,4.65,84.5,5.23,0.107,0.92,69.1,0.85,0.94,0.68,0.66,88.9,-6.40371,-35.78954
10116,Escola Colégio Raquel Queiroz,Municipal,Médio,Litoral,Patos,2019,4.83,86.0,7.73,0.065,0.65,45.4,0.8,0.94,0.39,0.51,83.2,-6.46202,-35.91198
10116,Escola Colégio Raquel Queiroz,Municipal,Médio,Litoral,Patos,2020,4.72,84.2,7.43,0.076,0.69,35.6,0.79,0.99,0.79,0.48,89.3,-6.46202,-35.91198
10116,Escola Colégio Raquel Queiroz,Municipal,Médio,Litoral,Patos,2021,4.9,84.3,8.37,0.072,0.76,35.5,0.91,1.0,0.73,0.79,90.5,-6.46202,-35.91198
10116,Escola Colégio Raquel Queiroz,Municipal,Médio,Litoral,Patos,2022,4.16,82.4,6.66,0.074,0.71,24.7,0.78,0.97,0.86,0.6,85.3,-6.46202,-35.91198
10116,Escola Colégio Raquel Queiroz,Municipal,Médio,Litoral,Patos,2023,4.77,82.7,7.47,0.056,0.62,5.0,0.91,0.99,0.75,0.81,88.3,-6.46202,-35.91198
10116,Escola Colégio Raquel Queiroz,Municipal,Médio,Litoral,Patos,2024,4.93,84.1,6.59,0.081,0.65,31.1,0.84,1.0,0.5,0.71,85.8,-6.46202,-35.91198
10117,Escola Colégio Nabuco Albuquerque,Municipal,Fundamental,Litoral,Patos,2019,4.98,84.3,3.91,0.08,0.66,21.4,0.84,0.96,0.47,0.59,98.9,-6.46047,-35.79064
10117,Escola Colégio Nabuco Albuquerque,Municipal,Fundamental,Litoral,Patos,2020,5.08,86.7,3.01,0.083,0.79,36.7,0.87,0.98,0.5,0.62,84.1,-6.46047,-35.79064
10117,Escola Colégio Nabuco Albuquerque,Municipal,Fundamental,Litoral,Patos,2021,5.01,84.8,2.21,0.095,0.61,13.7,0.79,0.97,0.72,0.67,85.0,-6.46047,-35.79064
10117,Escola Colégio Nabuco Albuquerque,Municipal,Fundamental,Litoral,Patos,2022,5.2,90.8,1.36,0.072,0.65,26.7,0.74,1.02,0.6,0.72,89.5,-6.46047,-35.79064
10117,Escola Colégio Nabuco Albuquerque,Municipal,Fundamental,Litoral,Patos,2023,5.17,88.7,2.66,0.09,0.53,32.0,0.82,0.98,0.61,0.71,94.1,-6.46047,-35.79064
10117,Escola Colégio Nabuco Albuquerque,Municipal,Fundamental,Litoral,Patos,2024,5.01,83.7,2.44,0.084,0.76,58.6,0.59,0.95,0.36,0.68,93.1,-6.46047,-35.79064
10118,Escola Estadual Raquel da Silva,Municipal,Fundamental,Sertão,Patos,2019,5.25,91.4,4.59,0.084,0.55,68.1,0.81,1.01,0.31,0.71,86.4,-6.52271,-35.77523
10118,Escola Estadual Raquel da Silva,Municipal,Fundamental,Sertão,Patos,2020,5.05,90.5,4.26,0.078,0.6,31.2,0.78,0.98,0.77,0.48,93.0,-6.52271,-35.77523
10118,Escola Estadual Raquel da Silva,Municipal,Fundamental,Sertão,Patos,2021,4.99,92.3,3.42,0.082,0.76,40.8,0.71,1.08,0.61,0.68,97.3,-6.52271,-35.77523
10118,Escola Estadual Raquel da Silva,Municipal,Fundamental,Sertão,Patos,2022,5.01,92.4,4.14,0.088,0.66,22.2,0.91,1.01,0.76,0.6,90.5,-6.52271,-35.77523
10118,Escola Estadual Raquel da Silva,Municipal,Fundamental,Sertão,Patos,2023,5.26,92.5,4.24,0.078,0.62,20.5,0.67,1.03,0.6,0.8,94.4,-6.52271,-35.77523
10118,Escola Estadual Raquel da Silva,Municipal,Fundamental,Sertão,Patos,2024,4.95,91.3,5.88,0.089,0.73,26.7,0.74,0.93,0.43,0.69,98.9,-6.52271,-35.77523
10119,Escola Estadual Ariano Souto,Estadual,Médio,Sertão,Patos,2019,4.3,82.7,5.78,0.077,0.61,72.8,0.71,1.07,0.55,0.74,92.9,-6.48204,-35.92481
10119,Escola Estadual Ariano Souto,Estadual,Médio,Sertão,Patos,2020,4.54,77.4,8.1,0.075,0.8,78.6,0.61,0.96,0.76,0.52,90.5,-6.48204,-35.92481
